Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,Year
Keaston Willis,LATCH,.541,.503,153.5,1.7,12.4,6.9,9.2,12.0,1.4,0.6,20.9,-1.8,1.2,109.2,104.6,4.6,207.6,14.1,2023
Ledarrius Brewer,UAB,.497,.482,145.7,3.5,13.8,8.7,11.3,11.5,2.5,1.7,17.9,0.0,1.1,106.7,97.1,9.5,169.8,14.1,2023
Ta'Lon Cooper,MINN,.488,.463,138.6,1.9,11.1,6.6,35.7,21.0,1.8,2.4,18.9,4.4,1.1,98.6,108.0,-9.4,308.0,14.1,2023
Brandon Weatherspoon,FAU,.520,.503,143.3,6.2,9.9,8.1,9.1,6.9,1.8,0.0,16.4,1.3,1.1,118.3,97.8,20.5,141.5,14.1,2023
Wildens Leveque,UMass,.489,.445,135.3,9.5,17.8,13.5,8.2,16.5,1.7,7.0,16.4,-2.8,1.1,100.6,96.7,3.9,145.4,14.1,2023
Caleb Fields,FAIR,.505,.458,150.5,1.6,9.9,5.6,14.9,11.8,2.5,0.4,19.5,0.1,1.1,104.6,101.8,2.9,201.9,14.1,2023
Javon Bennett,MERRI,.466,.432,137.1,2.3,5.6,3.9,27.2,20.4,5.8,0.2,23.9,-1.3,1.0,87.8,91.6,-3.8,218.4,14.1,2023
DeLonnie Hunt,WAGNR,.460,.417,138.4,3.6,9.9,6.5,18.9,11.1,2.4,0.0,22.7,1.1,1.0,102.2,98.7,3.6,169.8,14.1,2023
Isaiah Palermo,UALR,.501,.456,134.4,4.1,7.4,5.7,9.2,11.5,3.3,1.2,20.6,-1.6,1.2,102.2,107.7,-5.5,108.4,14.1,2023
Jamaal Walker,CHATT,.539,.509,146.6,9.0,9.7,9.4,10.0,17.5,1.8,1.2,17.9,-2.4,1.4,108.2,107.4,0.9,115.4,14.1,2023
Mike Mitchell,PEPP,.562,.554,163.6,2.9,11.1,7.2,25.3,22.2,1.8,0.2,18.8,1.1,1.2,104.6,109.8,-5.3,287.9,14.1,2023
Lazar Stefanovic,U of U,.494,.459,159.7,1.8,9.7,6.0,19.5,13.1,2.2,0.5,21.7,0.9,1.1,102.4,97.0,5.3,203.1,14.1,2023
"Marcellus Brigham, Jr.",JKSNV,.580,.563,165.7,7.6,20.9,14.3,8.9,17.9,1.4,0.7,15.4,-2.4,1.3,110.6,104.1,6.6,141.5,14.0,2023
Keyontae Lewis,WAGNR,.546,.541,108.9,12.4,20.1,15.9,1.7,21.0,1.3,6.4,19.0,-7.6,1.3,97.5,93.8,3.7,83.1,14.0,2023
"Rickey Bradley, Jr.",VMI,.576,.536,167.3,4.4,14.9,9.4,13.9,21.4,1.9,0.3,17.2,-2.5,1.3,106.1,112.2,-6.1,221.8,14.0,2023
Ethan Brittain-Watts,BSTN,.536,.491,170.7,1.7,6.1,3.9,18.1,14.9,2.1,0.2,20.8,-0.3,1.2,105.8,103.0,2.8,126.6,14.0,2023
Sean East II,MZZOU,.527,.479,150.1,2.3,8.7,5.5,18.7,17.9,3.3,0.3,18.6,0.8,1.2,104.2,107.3,-3.1,180.9,14.0,2023
Markus Harding,CMU,.564,.538,146.4,10.0,13.7,11.8,8.7,22.3,0.8,2.2,25.4,-8.9,1.3,97.6,111.1,-13.4,96.3,14.0,2023
Josiah Jeffers,RADF,.451,.416,132.0,1.8,10.7,6.2,29.7,16.4,2.3,0.4,24.1,3.0,1.0,97.9,101.7,-3.7,189.8,14.0,2023
Nick Johnson,NEWHA,.472,.435,135.9,5.9,11.8,8.8,7.0,11.8,2.4,1.1,24.3,-3.4,1.1,96.2,100.0,-3.8,160.0,14.0,2023
Dzmitry Ryuny,ORST,.570,.569,140.3,4.0,21.4,12.9,10.5,21.8,3.1,3.4,14.8,-3.0,1.2,98.0,96.6,1.4,163.8,14.0,2023
Kobe Langley,UNCG,.452,.438,129.4,1.2,12.8,7.2,28.8,19.2,4.8,0.2,16.6,4.5,1.0,98.7,90.7,8.0,189.8,14.0,2023
Anwar Gill,LASAL,.493,.481,128.1,3.3,15.4,9.3,24.4,21.8,2.5,3.1,25.1,-3.3,1.1,90.8,100.8,-10.0,139.3,14.0,2023
Nick Jourdain,TEM,.560,.527,140.4,9.2,14.5,11.9,10.3,21.1,1.2,5.0,16.2,-3.3,1.4,104.5,101.2,3.3,182.3,14.0,2023
Connor McCaffery,IOWA,.563,.503,159.2,3.3,13.3,8.1,18.9,13.9,2.5,0.0,11.1,4.9,1.3,126.3,105.8,20.4,258.5,14.0,2023
Torrence Watson,ELON,.476,.426,141.1,5.1,21.9,13.7,11.5,12.8,1.2,1.2,22.2,-1.7,1.1,97.7,105.5,-7.8,190.0,14.0,2023
Robbie Beran,NWU,.513,.459,156.2,5.2,16.5,10.6,4.9,7.8,1.3,3.6,16.5,-0.8,1.2,110.3,97.2,13.1,199.5,14.0,2023
"Cedric Henderson, Jr.",ARZ,.573,.545,162.7,5.9,11.0,8.7,8.0,14.8,1.8,1.9,17.4,-2.0,1.3,110.4,98.9,11.6,197.1,14.0,2023
Deshon Parker,CLEST,.457,.406,128.7,3.9,13.2,8.5,23.7,16.2,1.9,0.8,21.0,2.3,1.1,100.4,102.5,-2.2,250.6,14.0,2023
Rylan Griffen,UA,.499,.470,140.0,5.3,11.2,8.5,8.3,11.4,2.0,1.1,19.7,-1.6,1.1,106.5,93.4,13.0,142.1,14.0,2023
Tahron Allen,MONM,.452,.430,116.6,4.7,13.3,8.7,10.4,8.8,2.8,1.6,24.0,-1.4,1.0,94.5,108.7,-14.2,127.4,14.0,2023
D'Avian Houston,LONG,.547,.507,150.0,4.3,10.3,7.2,17.7,19.5,2.4,0.7,18.7,-0.6,1.3,106.8,99.2,7.6,117.8,14.0,2023
Ahsan Asadullah,LIP,.460,.467,91.4,7.5,23.8,16.0,24.3,25.6,1.7,3.9,22.3,-1.9,1.0,89.4,96.1,-6.7,231.9,14.0,2023
Jalen Warley,FLAST,.562,.523,149.1,4.1,8.7,6.4,21.7,20.4,2.6,0.6,14.1,2.2,1.4,110.6,112.0,-1.3,216.5,14.0,2023
Jaden Campbell,SAMF,.526,.495,157.7,2.9,11.1,7.0,3.3,10.6,2.1,2.6,20.4,-3.1,1.1,104.5,102.4,2.1,117.1,14.0,2023
Kamari Brown,GASO,.451,.429,127.8,3.9,18.6,11.2,8.4,10.8,2.4,3.7,20.3,-1.3,1.0,94.3,95.9,-1.6,166.1,14.0,2023
Terry Anderson,LAMAR,.544,.504,157.9,6.9,14.5,10.9,12.2,20.4,1.6,2.9,17.7,-3.0,1.3,102.9,107.0,-4.1,143.5,14.0,2023
Kaleb Thornton,NIU,.525,.502,143.6,2.4,9.0,5.8,33.5,27.6,3.3,0.2,20.1,1.1,1.2,97.3,103.3,-6.1,227.3,14.0,2023
Emmanuel Izunabor,HP,.596,.570,122.4,13.5,17.3,15.4,3.0,20.2,1.7,3.5,11.2,-3.4,1.5,116.7,103.8,12.9,161.3,14.0,2023
Courtney Ramey,ARZ,.541,.539,134.1,1.7,12.1,7.2,19.0,14.1,1.9,0.2,17.9,2.3,1.1,109.3,100.1,9.2,265.1,14.0,2023
Dan Petcash,BNGH,.627,.599,175.4,3.1,13.2,8.3,8.5,16.6,1.3,0.7,15.6,-2.0,1.4,114.6,107.4,7.2,202.4,13.9,2023
Xavion Brown,APPST,.532,.568,93.0,5.3,12.8,9.2,21.0,24.4,2.6,2.0,15.2,0.5,1.3,100.3,95.2,5.1,173.5,13.9,2023
Tae Hardy,UTEP,.524,.500,138.7,2.3,8.6,5.3,12.6,14.4,2.1,1.1,22.4,-2.4,1.2,102.7,100.6,2.2,188.5,13.9,2023
Caleb Stone-Carrawell,APSU,.531,.490,156.6,2.7,6.9,4.6,17.6,17.5,2.5,1.0,20.0,-0.9,1.2,103.4,103.1,0.3,70.8,13.9,2023
Kalib Clinton,CHASO,.545,.523,136.5,9.9,15.4,12.6,6.8,22.1,2.3,1.9,20.0,-6.5,1.4,99.4,108.6,-9.2,126.3,13.9,2023
Alston Mason,MZZST,.507,.462,158.2,1.6,9.2,5.3,22.0,16.7,1.5,0.1,23.5,-0.4,1.1,102.8,103.5,-0.7,161.5,13.9,2023
Sammy Hunter,AKR,.538,.524,143.8,5.2,11.1,8.2,4.7,6.0,0.4,0.5,19.9,-0.8,1.2,114.1,104.1,10.0,133.5,13.9,2023
Byron Joshua,ALCST,.460,.412,133.5,2.2,13.2,7.4,27.8,19.4,3.1,0.3,23.3,-0.2,1.1,94.6,101.5,-6.9,216.5,13.9,2023
Jacob Conner,MARSH,.541,.504,157.3,4.1,15.0,9.7,8.8,11.9,3.3,1.5,11.9,0.9,1.2,116.3,94.9,21.4,185.1,13.9,2023
Themus Fulks,LA,.500,.461,147.1,2.1,10.4,6.4,35.8,25.2,1.9,0.1,21.3,3.1,1.2,101.0,103.2,-2.2,253.6,13.9,2023
Kyle Rose,FORD,.500,.476,132.4,3.9,11.8,7.8,11.5,14.3,4.1,2.7,17.2,-1.0,1.1,101.3,92.1,9.1,189.6,13.9,2023
Camren Wynter,PENST,.567,.544,161.0,1.9,10.8,6.5,13.4,14.4,1.2,0.1,18.7,0.0,1.3,107.7,107.3,0.3,210.6,13.9,2023
Yann Farell,STBN,.590,.580,153.1,5.9,18.7,12.2,7.3,14.8,1.2,1.8,15.2,-1.9,1.3,112.1,101.4,10.7,241.9,13.9,2023
Kyle Sturdivant,GT,.488,.462,140.9,1.0,10.3,5.6,27.1,15.5,1.8,0.4,22.3,2.6,1.1,100.2,106.9,-6.7,177.1,13.9,2023
Kolby Granger,TEXSO,.547,.513,140.6,8.6,10.1,9.3,11.2,18.6,1.8,1.6,16.1,-2.1,1.4,107.1,102.3,4.8,127.6,13.9,2023
Zytarious Mortle,TEXSO,.490,.484,123.2,3.9,17.9,10.7,9.2,18.3,3.8,1.4,24.0,-6.0,1.1,89.0,94.9,-5.9,148.0,13.9,2023
Kyle Jenkins,LAFAY,.515,.513,123.9,5.5,17.1,11.0,16.6,16.9,1.9,2.6,18.8,-0.9,1.1,97.9,100.3,-2.4,277.1,13.9,2023
Kyree Brown,NEWHA,.502,.442,149.6,0.7,9.1,4.7,28.8,16.1,1.6,0.5,22.6,1.9,1.2,101.6,104.2,-2.6,167.3,13.9,2023
Matthew Herasme,NEWHA,.497,.476,142.9,5.5,13.7,9.4,11.9,10.0,1.5,1.3,18.7,0.1,1.1,105.5,101.4,4.1,216.0,13.9,2023
Jaeden Zackery,BOS,.518,.469,150.6,3.1,8.8,5.9,16.3,16.0,2.6,0.5,19.7,-0.5,1.2,102.3,105.9,-3.6,219.6,13.9,2023
Trevon Faulkner,NKU,.516,.483,154.9,2.5,12.2,7.1,7.3,10.4,2.5,0.4,19.9,-1.6,1.1,105.8,100.7,5.0,162.5,13.9,2023
"Lamar Oden, Jr.",DREX,.507,.488,139.7,7.0,17.1,12.0,8.9,12.1,1.2,0.3,18.6,-1.4,1.1,105.9,97.1,8.8,208.6,13.9,2023
Caleb Kenney,HC,.525,.533,97.6,6.5,12.9,9.7,5.2,16.0,2.7,3.9,17.1,-3.5,1.2,97.1,102.3,-5.2,152.0,13.9,2023
"Meechie Johnson, Jr.",SOCAR,.493,.461,145.1,2.2,11.6,6.7,24.6,15.8,1.3,0.1,23.8,0.1,1.1,101.6,112.9,-11.3,211.0,13.9,2023
Jahmai Mashack,TENN,.480,.457,131.3,7.7,7.9,7.8,15.9,20.6,4.7,2.0,17.6,-1.5,1.1,97.6,85.9,11.7,147.9,13.8,2023
Joseph Venzant,LBRTY,.649,.656,146.0,11.2,19.9,15.6,3.6,12.2,1.4,0.8,9.4,-0.7,1.6,135.7,93.5,42.2,193.9,13.8,2023
Corey Tripp,WOFF,.530,.519,146.5,2.2,12.1,7.2,11.4,12.7,2.8,0.5,16.7,0.3,1.1,107.7,106.7,1.1,214.4,13.8,2023
SarDaar Calhoun,DRAKE,.546,.525,161.9,3.3,11.1,7.3,3.6,12.6,1.5,1.4,22.5,-4.1,1.2,100.8,95.0,5.8,110.0,13.8,2023
Kyle Bowen,STMRY,.531,.519,140.4,8.4,19.9,14.1,8.7,12.1,2.3,3.0,9.2,1.3,1.2,123.1,91.4,31.7,314.5,13.8,2023
Zavian McLean,COM,.552,.514,153.0,5.2,10.0,7.5,8.0,17.9,1.7,0.9,21.5,-5.2,1.3,99.7,108.4,-8.7,90.0,13.8,2023
Sincere McMahon,WIN,.571,.502,165.4,0.6,7.2,4.1,15.5,19.0,1.2,0.0,25.8,-4.3,1.4,103.9,113.3,-9.3,155.0,13.8,2023
Kenyon Giles,RADF,.478,.451,155.2,1.5,6.1,3.8,9.4,7.8,2.6,0.3,23.4,-0.3,1.0,102.6,102.5,0.1,122.8,13.8,2023
Nigel Scantlebury,CCSU,.491,.430,152.0,1.9,10.1,5.9,21.3,16.7,2.8,0.6,21.6,0.3,1.1,98.9,105.9,-7.0,201.6,13.8,2023
Zach Scott,MCNST,.497,.477,142.5,1.5,12.2,6.6,7.5,11.0,2.9,0.5,22.6,-2.5,1.1,101.7,108.6,-6.8,183.3,13.8,2023
"Luis Hurtado, Jr.",MER,.542,.497,141.8,3.0,17.6,10.3,23.2,22.6,0.9,0.5,17.8,0.9,1.4,104.1,101.7,2.4,209.8,13.8,2023
Sigu Sisoho,SAND,.568,.541,165.0,1.6,9.6,5.4,17.5,19.0,1.6,0.4,19.5,-1.1,1.2,105.2,117.0,-11.8,168.3,13.8,2023
Xavier Johnson,SOILL,.625,.598,165.6,1.7,12.9,7.6,19.5,26.8,3.4,0.7,15.5,-1.0,1.5,103.8,93.3,10.5,215.5,13.8,2023
Nick Honor,MZZOU,.573,.530,167.6,1.5,5.1,3.3,15.8,12.0,2.9,0.0,13.5,3.3,1.3,120.4,109.8,10.6,232.8,13.8,2023
Samuta Avea,HAW,.513,.473,156.0,5.0,14.8,10.0,7.5,15.0,1.2,2.1,21.1,-3.7,1.1,99.6,95.0,4.6,209.9,13.8,2023
Micah Parrish,SDSU,.517,.478,149.4,4.9,15.9,10.4,5.8,12.5,1.9,1.7,19.8,-2.9,1.2,105.0,95.5,9.5,176.0,13.8,2023
Carrington McCaskill,CMU,.542,.506,127.1,8.7,20.1,14.5,7.5,23.6,1.4,5.4,16.9,-5.6,1.3,97.1,96.8,0.3,95.3,13.8,2023
Bobby Harvey,PORTL,.546,.543,140.2,6.2,14.6,10.1,5.3,10.5,1.3,0.6,20.9,-2.5,1.1,106.3,105.9,0.4,113.9,13.8,2023
"Terrence Hargrove, Jr.",STLOU,.566,.539,152.0,6.4,14.9,10.8,4.7,13.6,0.8,3.3,15.3,-2.3,1.3,110.3,102.9,7.4,163.9,13.7,2023
Trae English,MCNST,.481,.460,140.0,2.1,5.8,3.9,26.0,18.1,3.4,0.2,23.4,-0.2,1.0,97.5,110.8,-13.2,155.4,13.7,2023
Quandre Bullock,LATCH,.521,.528,122.8,6.0,17.9,11.8,6.3,15.4,2.2,2.8,16.6,-2.8,1.2,101.8,100.1,1.7,123.3,13.7,2023
Carlos Paez,APSU,.543,.489,157.7,2.4,7.7,4.9,27.4,18.5,2.1,0.1,17.9,3.0,1.3,109.2,109.9,-0.7,164.8,13.7,2023
Jacob Grandison,DUKE,.543,.518,162.7,3.2,11.5,7.5,15.0,11.5,1.5,0.4,15.0,2.3,1.2,118.2,100.1,18.1,132.3,13.7,2023
Jalen Hood-Schifino,IU,.492,.463,152.7,1.7,12.4,7.5,20.0,16.9,1.4,0.8,25.8,-1.0,1.1,95.9,102.7,-6.9,226.8,13.7,2023
Tre Williams,DUQ,.508,.497,133.4,10.2,10.9,10.5,10.4,16.9,1.1,4.3,15.5,-1.4,1.1,106.0,104.5,1.5,189.5,13.7,2023
Kyrell Luc,STBN,.450,.403,140.1,1.6,11.5,6.5,27.2,16.4,3.1,1.1,24.0,1.2,1.0,94.1,100.4,-6.4,225.6,13.7,2023
Bernard Pelote,WCU,.502,.497,130.2,5.6,19.3,12.5,5.5,6.6,0.6,2.1,20.0,-0.7,1.0,105.2,102.1,3.1,111.1,13.7,2023
Brooks Allen,STTOM,.521,.482,147.8,2.4,15.6,8.9,13.8,14.2,2.3,1.1,17.2,0.4,1.2,105.2,103.8,1.4,232.3,13.7,2023
Trey Miller,UIW,.539,.488,157.2,2.4,8.6,5.4,19.5,18.5,2.6,0.2,19.0,-0.4,1.3,103.0,107.2,-4.2,197.5,13.7,2023
Dashawn Davis,MISST,.501,.460,148.6,2.0,5.8,3.9,25.0,17.3,3.5,0.1,18.3,1.9,1.1,103.1,96.9,6.2,190.0,13.7,2023
Quion Burns,LIU,.528,.516,139.4,3.9,21.2,12.3,13.9,18.0,1.7,2.3,19.0,-2.5,1.2,95.6,109.8,-14.2,118.8,13.7,2023
"Kenny Strawbridge, Jr.",UE,.456,.421,128.7,3.8,10.7,6.9,15.8,11.7,2.0,0.2,28.3,-2.1,1.1,90.7,110.7,-20.0,178.9,13.7,2023
Juston Betz,BELL,.525,.488,154.3,4.5,17.0,10.9,18.6,17.6,2.4,0.2,16.4,1.4,1.2,105.0,105.8,-0.7,247.0,13.6,2023
Noah Freidel,JMU,.504,.465,145.1,4.2,13.2,8.7,8.3,9.5,1.9,1.3,18.8,-0.5,1.1,110.2,95.2,15.0,179.9,13.6,2023
Noel Coleman,HAW,.533,.476,158.6,1.2,9.9,5.7,10.8,14.5,1.8,0.9,21.1,-2.4,1.2,103.3,96.2,7.0,208.5,13.6,2023
Keishawn Davidson,BLMNT,.510,.485,165.0,2.0,8.2,5.2,28.1,20.0,1.8,0.0,19.2,3.5,1.1,103.9,105.9,-2.0,175.4,13.6,2023
Valentin Catt,LAMAR,.558,.577,104.4,6.6,17.9,12.2,6.1,17.4,0.0,6.8,16.7,-3.7,1.4,102.8,101.7,1.1,30.6,13.6,2023
Ridvan Tutic,NEWHA,.554,.537,112.7,9.4,20.6,14.8,7.8,16.3,0.6,1.9,11.6,-1.0,1.4,114.4,100.9,13.5,150.8,13.6,2023
Houston Mallette,PEPP,.528,.493,156.0,0.6,11.6,6.3,12.7,10.4,1.5,0.2,19.6,0.6,1.2,107.3,110.3,-3.0,233.6,13.6,2023
Julian Lual,ARKST,.481,.446,145.5,7.5,13.2,10.3,9.3,12.8,2.0,3.5,17.5,-1.2,1.1,101.5,104.2,-2.7,127.3,13.6,2023
Tyler Brelsford,BRYNT,.641,.584,171.4,2.2,7.4,4.9,12.4,19.1,2.4,0.5,13.3,-0.1,1.5,120.2,102.0,18.2,137.0,13.6,2023
Isaiah Folkes,CHAR,.621,.657,125.9,0.7,8.5,4.8,14.3,22.9,2.7,2.1,17.1,-2.2,1.4,100.8,100.0,0.8,117.1,13.6,2023
Sahvir Wheeler,UK,.473,.465,131.6,1.0,9.0,4.9,33.6,18.6,1.9,0.4,17.7,6.8,1.0,106.1,104.3,1.8,149.5,13.6,2023
"Colin Golson, Jr.",EMICH,.548,.509,166.1,9.7,11.9,10.7,5.4,12.9,0.9,1.4,15.1,-1.9,1.2,112.7,116.3,-3.6,104.9,13.6,2023
Dallin Hall,BYU,.523,.500,140.8,2.4,8.8,5.6,27.9,19.1,1.9,0.3,20.4,2.2,1.2,105.7,101.5,4.2,160.8,13.6,2023
Jadon Jones,LBSU,.501,.457,145.0,1.8,9.9,6.0,11.7,9.3,3.1,3.0,14.8,1.6,1.1,110.2,97.3,12.9,190.0,13.6,2023
Rakeim Gary,SCSU,.510,.475,144.7,3.1,8.1,5.3,21.5,18.4,2.2,0.3,25.9,-3.0,1.2,98.8,114.3,-15.4,144.4,13.6,2023
Isaac Haney,NSU,.505,.470,141.8,3.2,12.3,7.5,13.3,15.9,2.7,0.4,19.2,-1.1,1.2,103.3,104.9,-1.6,239.9,13.6,2023
Jaylen Bates,FAMU,.516,.498,144.1,7.6,21.7,14.6,9.5,20.5,1.8,2.9,19.0,-5.0,1.2,94.4,101.0,-6.6,211.6,13.6,2023
Vincent Brady II,IUPUI,.565,.547,147.6,4.5,11.6,8.1,10.5,16.8,1.8,0.3,18.8,-2.6,1.3,105.6,114.3,-8.6,208.6,13.6,2023
Damani Hayes,SODAK,.521,.525,100.9,12.6,19.1,15.9,6.8,12.8,0.7,2.0,12.4,-0.6,1.4,116.4,109.3,7.1,209.6,13.6,2023
Nevin Zink,BSTN,.511,.451,117.2,10.2,19.7,14.8,6.9,16.2,1.5,0.6,18.2,-3.5,1.3,103.8,99.7,4.1,121.3,13.6,2023
Yassine Gharram,YALE,.479,.454,125.7,4.8,17.6,11.5,21.5,24.4,3.9,0.5,15.3,1.7,1.2,99.2,89.0,10.2,129.6,13.6,2023
Noah Locke,PROV,.560,.545,160.8,1.9,8.1,5.0,6.4,9.2,0.9,0.1,19.4,-1.3,1.2,113.6,108.3,5.3,170.0,13.6,2023
Sean Bairstow,USU,.529,.524,140.7,5.2,14.8,10.3,15.5,13.0,0.8,0.7,18.5,0.9,1.2,108.6,103.3,5.3,268.0,13.6,2023
Dominique Ford,IDAHO,.555,.541,145.2,1.8,10.1,6.0,5.1,9.8,2.5,0.2,18.6,-1.7,1.3,106.3,107.2,-0.8,93.3,13.6,2023
Jordan Mason,TXST,.534,.485,158.6,4.0,11.2,7.5,9.7,13.4,2.3,0.5,17.2,-1.1,1.2,108.9,104.6,4.3,119.1,13.5,2023
Isaiah Hawthorne,SANFR,.595,.577,158.2,6.1,13.8,10.0,8.2,18.0,1.7,2.7,16.2,-2.8,1.3,110.6,103.6,7.1,149.6,13.5,2023
Kyron Gibson,UTA,.490,.470,140.2,1.4,8.3,4.7,30.8,19.0,2.4,1.0,25.2,-0.4,1.1,96.3,103.7,-7.4,180.1,13.5,2023
"Darin Green, Jr.",FLAST,.523,.501,163.5,1.5,9.2,5.4,12.2,11.2,1.6,1.3,21.9,-0.8,1.1,102.3,113.9,-11.6,214.8,13.5,2023
Posh Alexander,STJ,.477,.429,135.6,5.9,7.5,6.7,20.8,21.5,3.4,0.4,19.4,-0.4,1.1,97.2,100.6,-3.4,238.5,13.5,2023
Quinton Green,VAL,.526,.498,145.4,1.7,17.0,9.4,6.4,9.8,1.6,2.0,19.6,-1.5,1.2,102.0,104.5,-2.5,206.5,13.5,2023
Marquis Barnett,PRSBY,.510,.494,132.7,4.9,16.0,10.2,12.6,18.9,2.3,2.7,18.6,-3.1,1.1,96.7,104.1,-7.4,219.8,13.5,2023
Nnamdi Shockley-Okeke,COM,.700,.650,196.2,3.2,14.3,8.5,15.1,25.9,1.1,2.9,14.2,-2.5,1.6,115.6,107.3,8.2,27.3,13.5,2023
Max Burchill,SODAK,.583,.544,176.8,4.0,12.9,8.5,17.8,19.5,2.3,0.6,14.4,0.9,1.3,112.2,108.4,3.8,132.1,13.5,2023
Elijah McCadden,MEMP,.582,.563,147.0,7.6,12.0,9.9,10.1,18.5,1.1,1.5,15.8,-1.9,1.4,110.8,102.6,8.2,205.4,13.5,2023
Bryce Okpoh,CAN,.488,.488,95.3,11.4,16.3,13.7,5.3,9.1,1.4,2.4,13.3,-0.5,1.2,111.0,103.9,7.1,105.9,13.5,2023
Justin Hohn,UCI,.489,.466,147.7,1.1,13.6,7.6,19.7,18.4,3.1,1.0,25.9,-2.3,1.1,92.3,94.1,-1.8,126.0,13.5,2023
Robert Jones,IWAST,.464,.471,87.4,12.8,17.3,14.9,10.7,18.3,2.4,3.3,22.9,-4.8,1.1,92.5,94.1,-1.6,118.0,13.5,2023
Justin Webster,UNLV,.609,.579,175.0,1.1,9.1,4.9,8.2,9.6,1.6,0.3,14.1,0.2,1.3,121.3,104.1,17.2,177.5,13.5,2023
George Smith,PENN,.630,.639,150.1,4.8,16.7,11.1,9.0,18.3,1.5,0.5,13.6,-1.5,1.4,114.7,104.4,10.3,117.5,13.5,2023
Ty Berry,NWU,.471,.432,144.6,3.3,17.9,10.3,7.9,8.4,3.0,0.7,18.6,-0.4,1.0,100.6,94.3,6.2,211.6,13.5,2023
Beon Riley,HAW,.486,.426,132.4,13.5,15.2,14.3,11.5,20.2,2.0,0.8,19.6,-3.7,1.2,99.9,94.4,5.5,107.9,13.5,2023
Manny Littles,NICH,.491,.468,118.3,11.3,22.8,16.8,6.7,18.5,1.2,2.8,18.4,-4.3,1.1,97.8,100.3,-2.6,180.0,13.5,2023
Nana Antwi-Boasiako,SFA,.644,.575,162.9,8.8,13.8,11.4,7.4,27.0,1.2,4.5,14.6,-5.0,1.8,109.4,96.7,12.7,194.0,13.5,2023
Kaden Metheny,BGSU,.535,.520,161.3,1.2,9.5,5.4,14.8,11.7,2.1,0.0,17.7,1.3,1.1,108.5,111.8,-3.3,198.5,13.5,2023
Jayson Kent,INDST,.571,.536,153.4,5.7,11.7,8.9,4.5,10.8,1.4,1.2,17.6,-1.9,1.3,111.1,98.8,12.3,104.4,13.5,2023
David Shriver,VCU,.580,.565,158.7,2.1,12.6,7.5,5.6,9.7,1.2,1.8,16.8,-1.2,1.2,112.9,96.6,16.3,142.4,13.5,2023
Coleman Stucke,NEU,.536,.522,142.7,4.3,9.3,6.8,9.3,6.7,0.3,0.8,17.8,0.6,1.2,115.5,111.7,3.8,141.8,13.5,2023
Gabe Madsen,U of U,.516,.480,151.5,1.7,8.4,5.3,12.0,12.7,1.7,1.0,23.2,-1.8,1.2,102.3,95.9,6.4,138.1,13.5,2023
Kobe Clark,SEMO,.435,.417,121.4,9.2,24.6,16.6,15.6,19.9,2.6,4.7,15.1,-0.4,1.0,94.2,93.6,0.6,186.9,13.5,2023
Raheem Solomon,HEART,.477,.442,144.4,5.0,9.4,7.2,6.3,11.9,2.9,1.6,24.8,-3.8,1.1,95.3,101.1,-5.8,146.6,13.5,2023
Chisom Okpara,HAR,.544,.531,139.4,8.1,16.2,12.1,11.3,21.5,1.2,1.7,22.4,-5.9,1.3,97.3,99.9,-2.6,116.5,13.5,2023
Matt Johnson II,NOCOL,.546,.508,159.3,0.6,9.3,5.0,18.6,15.5,1.5,0.1,20.0,0.5,1.2,106.0,112.9,-6.8,221.8,13.5,2023
Tyrese Proctor,DUKE,.504,.459,157.2,2.1,10.3,6.3,20.8,14.7,1.3,0.4,19.2,2.1,1.1,108.5,101.1,7.3,232.0,13.4,2023
Nika Metskhvarishvili,ULM,.433,.388,134.7,8.6,16.2,12.1,9.7,16.3,3.7,2.5,23.5,-4.6,1.0,92.0,97.5,-5.5,33.8,13.4,2023
Mika Adams-Woods,CINCY,.548,.523,163.4,0.8,8.6,4.7,18.0,15.0,2.1,0.6,16.1,2.1,1.2,110.6,101.1,9.5,243.4,13.4,2023
Jordan Phillips,UDM,.509,.474,152.1,5.3,13.6,9.5,7.3,11.7,1.3,1.6,18.8,-2.0,1.2,106.5,109.9,-3.4,59.8,13.4,2023
Tavin Lovan,UAB,.511,.466,113.2,5.2,11.7,8.4,9.5,14.3,2.7,0.8,15.5,-0.9,1.3,107.1,98.0,9.0,140.5,13.4,2023
Jalen Harris,CSFUL,.468,.416,139.8,2.1,8.2,5.1,15.0,10.6,1.5,0.4,26.9,-1.0,1.1,98.1,100.4,-2.3,149.6,13.4,2023
German Plotnikov,HOF,.555,.514,153.6,2.2,10.4,6.5,3.3,8.5,1.9,2.3,15.6,-1.2,1.3,110.3,98.7,11.6,119.6,13.4,2023
Anthony Cooper,MRST,.544,.440,168.9,0.0,5.1,2.5,17.3,23.2,4.6,0.0,25.3,-6.1,1.4,92.7,99.4,-6.7,14.4,13.4,2023
Kalil Thomas,MRHD,.544,.529,149.3,4.3,18.6,11.4,7.2,9.2,1.7,0.8,15.9,-0.4,1.2,110.6,99.5,11.1,204.3,13.4,2023
Brandon Newman,PURD,.497,.457,141.7,2.7,18.9,11.1,11.7,14.6,1.8,1.9,21.0,-1.8,1.1,103.2,95.8,7.3,141.4,13.4,2023
